;4.7;-1;['120.160301,30.306856', '120.158577,30.308737', '120.158561,30.308762', '120.158555,30.308794', '120.158555,30.308831', '120.158604,30.308926', '120.158679,30.309047', '120.15955,30.310036', '120.159548,30.310158', '120.159601,30.310271', '120.159698,30.310565', '120.159742,30.310729', '120.159742,30.310744', '120.159737,30.310757', '120.159731,30.310772', '120.159723,30.310789', '120.159702,30.310811', '120.159636,30.310855', '120.158905,30.311148', '120.158872,30.311169', '120.158862,30.31119', '120.158862,30.311214', '120.158868,30.311233', '120.158885,30.311263', '120.159038,30.311493', '120.159096,30.311661', '120.159401,30.31202', '120.159469,30.312064', '120.159513,30.312073', '120.159572,30.31207', '120.159607,30.312058', '120.159655,30.312015', '120.159734,30.311988', '120.159801,30.312015', '120.159856,30.312176', '120.159861,30.312254', '120.159816,30.312312', '120.159801,30.312363', '120.159819,30.312453', '120.159919,30.312605', '120.160056,30.312774', '120.160112,30.312812', '120.160174,30.312843', '120.160372,30.313076', '120.160756,30.313452', '120.160954,30.313459', '120.161358,30.31421', '120.161587,30.314408', '120.161751,30.314672', '120.161975,30.315132', '120.162382,30.315646', '120.162484,30.315917', '120.163076,30.316541', '120.16309,30.316547', '120.16312,30.316546', '120.163141,30.316534', '120.163359,30.316292', '120.163393,30.316275', '120.163424,30.316264', '120.163955,30.316164', '120.163985,30.316164', '120.164005,30.316169', '120.164013,30.316176', '120.16438,30.316757', '120.164399,30.316762', '120.164426,30.316759', '120.164485,30.316712', '120.164612,30.316556', '120.165303,30.31618', '120.165339,30.316154', '120.165349,30.316127', '120.165349,30.316099', '120.165307,30.315939', '120.165294,30.315919', '120.165283,30.315916', '120.165274,30.315913', '120.165245,30.315919', '120.165095,30.315973', '120.164913,30.316081', '120.164822,30.316091', '120.164677,30.31605', '120.164604,30.315545', '120.16515,30.3155', '120.165164,30.315494', '120.165169,30.315484', '120.16517,30.315465', '120.165066,30.314543', '120.165058,30.314531', '120.165044,30.314523', '120.165016,30.314518', '120.164756,30.314523', '120.164753,30.314462', '120.164347,30.314469', '120.164344,30.314326', '120.163835,30.314329', '120.163766,30.314268', '120.163356,30.31428', '120.163334,30.313889', '120.163835,30.313869', '120.163816,30.313567', '120.163819,30.313558', '120.163829,30.313551', '120.163861,30.313546', '120.164913,30.313442', '120.164925,30.313432', '120.164933,30.313414', '120.164936,30.313391', '120.164768,30.31194', '120.164524,30.310175', '120.164354,30.308677', '120.164244,30.307971', '120.164236,30.307946', '120.164225,30.307932', '120.164209,30.30792', '120.163172,30.307613', '120.163091,30.307595', '120.163013,30.307586', '120.162887,30.307602', '120.162289,30.307667', '120.162246,30.307662', '120.162209,30.307655', '120.162155,30.307641', '120.161082,30.307174', '120.160626,30.306956', '120.16039,30.306812', '120.160378,30.306804', '120.160371,30.306802', '120.160358,30.306802', '120.160342,30.306811', '120.160301,30.306856']
B023B09X5N;110101;120.188433;30.273108
;4.6;-1;['120.188295,30.270829', '120.188178,30.27117', '120.188143,30.271324', '120.18812,30.271558', '120.188103,30.271684', '120.187988,30.272066', '120.187882,30.272439', '120.187823,30.272645', '120.187721,30.272961', '120.187664,30.27314', '120.187595,30.273334', '120.187409,30.273858', '120.187289,30.274314', '120.187179,30.275013', '120.187201,30.275061', '120.187236,30.275099', '120.187335,30.275112', '120.18789,30.27516', '120.1884,30.275203', '120.188457,30.275195', '120.188737,30.274622', '120.189231,30.273535', '120.189338,30.273198', '120.189457,30.272698', '120.189563,30.272182', '120.189351,30.272127', '120.189523,30.271272', '120.189381,30.271186', '120.189278,30.271124', '120.189234,30.2711', '120.189145,30.271056', '120.18898,30.270988', '120.188862,30.270948', '120.188692,30.270892', '120.188539,30.270854', '120.188446,30.27084', '120.188295,30.270829']
B023B13YJB;110101;120.15777;30.258607
;4.5;-1;['']
B023B08S50;110101;120.166959;30.319145
;4.5;-1;['120.167331,30.318933', '120.167147,30.318778', '120.166856,30.318516', '120.166758,30.31856', '120.166623,30.318647', '120.166365,30.318837', '120.166295,30.318952', '120.166327,30.319056', '120.166598,30.31942', '120.166926,30.319789', '120.167321,30.31955', '120.167774,30.319205', '120.167656,30.319136', '120.167526,30.319057', '120.167331,30.318933']
B023B05WNV;110101;120.183892;30.268588
;4.3;-1;['120.183124,30.268986', '120.184193,30.269022', '120.184219,30.26893', '120.184734,30.268965', '120.184793,30.268473', '120.18468,30.268414', '120.184679,30.268233', '120.183505,30.268123', '120.183478,30.26823', '120.182998,30.26825', '120.183124,30.268986']
B023B1DOXP;110101;120.156112;30.268928
;4.0;-1;['']
B023B06NK0;110101;120.157382;30.271586
;4.2;-1;['120.158161,30.27084', '120.158154,30.270782', '120.158055,30.270736', '120.157419,30.270794', '120.157403,30.270864', '120.157387,30.270954', '120.157332,30.271125', '120.157235,30.271295', '120.157155,30.271403', '120.157087,30.271507', '120.157003,30.271635', '120.156922,30.271812', '120.156853,30.272061', '120.156821,30.272163', '120.156795,30.272254', '120.156774,30.272366', '120.156773,30.272545', '120.156786,30.272601', '120.157001,30.272619', '120.157076,30.272608', '120.157132,30.272547', '120.157324,30.272135', '120.15748,30.271775', '120.157591,30.27165', '120.157744,30.271512', '120.158161,30.27084']
B023B073OF;110101;120.186659;30.276276
;4.2;-1;['120.187949,30.27607', '120.188136,30.275737', '120.188139,30.275689', '120.1881,30.275654', '120.186249,30.275556', '120.186017,30.275589', '120.185893,30.275641', '120.185745,30.275915', '120.185573,30.276178', '120.185023,30.27669', '120.185034,30.276731', '120.185081,30.276758', '120.185203,30.276763', '120.18529,30.276745', '120.185351,30.276696', '120.185392,30.276679', '120.18543,30.276688', '120.185461,30.276728', '120.185708,30.276785', '120.186117,30.276865', '120.186205,30.276918', '120.187024,30.277244', '120.187715,30.276275', '120.187783,30.276304', '120.187949,30.27607']
B023B0A168;110101;120.165959;30.284688
;4.0;-1;['120.165891,30.28417', '120.165291,30.2841', '120.164772,30.284763', '120.165103,30.284927', '120.165108,30.284994', '120.165153,30.28504', '120.165805,30.285229', '120.166432,30.285413', '120.167108,30.284396', '120.167134,30.284343', '120.167099,30.284309', '120.166468,30.284228', '120.165891,30.28417']
B023B19ZAD;110101;120.185793;30.344963
;4.1;-1;['120.186305,30.344347', '120.186199,30.344216', '120.186089,30.343734', '120.185997,30.343678', '120.18589,30.343654', '120.185301,30.343753', '120.184767,30.343951', '120.18459,30.344078', '120.184453,30.344205', '120.184647,30.344396', '120.185711,30.345508', '120.186292,30.346695', '120.186388,30.346844', '120.186454,30.34692', '120.18661,30.347053', '120.186713,30.347119', '120.186856,30.347161', '120.186942,30.347156', '120.187042,30.346992', '120.186329,30.345855', '120.186231,30.345893', '120.186083,30.345923', '120.185829,30.345461', '120.186044,30.345357', '120.186473,30.345204', '120.186305,30.344347']
B023B082JZ;110101;120.179367;30.261188
;4.4;-1;['120.179833,30.263279', '120.179837,30.263146', '120.179684,30.263148', '120.179739,30.262484', '120.179766,30.262109', '120.179787,30.261535', '120.179779,30.260992', '120.179769,30.260696', '120.179766,30.260004', '120.17978,30.259158', '120.179775,30.258159', '120.179254,30.258134', '120.179336,30.259378', '120.179381,30.260088', '120.179388,30.260294', '120.179367,30.260683', '120.17931,30.261347', '120.179309,30.261837', '120.179355,30.262428', '120.179313,30.262802', '120.179299,30.262896', '120.179263,30.262998', '120.179218,30.263129', '120.179196,30.263287', '120.179174,30.263543', '120.179137,30.26386', '120.179044,30.264379', '120.179138,30.264406', '120.179697,30.264368', '120.179696,30.264253', '120.179642,30.264034', '120.179659,30.263578', '120.179761,30.263421', '120.179766,30.263332', '120.179833,30.263279']
B023B07XL9;110101;120.178436;30.27498
;4.5;-1;['']
B023B0656A;110101;120.160788;30.274847
;3.5;-1;['120.160309,30.274838', '120.160337,30.274635', '120.160952,30.274723', '120.161008,30.274751', '120.161076,30.27475', '120.161129,30.274735', '120.161347,30.275073', '120.161263,30.275069', '120.16086,30.274941', '120.160792,30.274954', '120.160732,30.274999', '120.160682,30.27502', '120.160608,30.275017', '120.16054,30.275004', '120.160501,30.274966', '120.160442,30.274859', '120.160309,30.274838']
B023B0BCRX;110101;120.172632;30.297673
;3.0;-1;['120.172278,30.298116', '120.172531,30.298236', '120.172639,30.298237', '120.172965,30.298244', '120.173018,30.298211', '120.17305,30.29746', '120.173002,30.297358', '120.172916,30.297292', '120.172293,30.296954', '120.172262,30.296965', '120.172278,30.298116']
B023B1EV83;110101;120.178446;30.271617
;-1;-1;['120.17797,30.272995', '120.178012,30.273013', '120.178064,30.273013', '120.178108,30.272996', '120.178139,30.272966', '120.178182,30.272897', '120.178265,30.272641', '120.178347,30.272383', '120.178556,30.271795', '120.178616,30.271608', '120.178649,30.271468', '120.178677,30.271322', '120.178705,30.271034', '120.178732,30.270854', '120.178765,30.270658', '120.178792,30.27055', '120.17883,30.270438', '120.178847,30.270342', '120.178674,30.270328', '120.178604,30.270337', '120.17854,30.270654', '120.178486,30.271039', '120.17839,30.271465', '120.178332,30.271761', '120.178234,30.272107', '120.178143,30.27242', '120.178051,30.272676', '120.177987,30.272879', '120.17797,30.272995']
B0FFFP6VRB;110101;120.173798;30.275546
;-1;-1;['']
B023B1DGMQ;110101;120.169856;30.263993
;4.0;-1;['']
B023B08RZQ;110101;120.175301;30.259457
;3.5;-1;['120.175269,30.259767', '120.175253,30.259145', '120.175369,30.259142', '120.175385,30.259766', '120.175269,30.259767']
B0FFGCVRS5;110101;120.196283;30.338922
;-1;-1;['120.196355,30.33801', '120.196454,30.338834', '120.196441,30.338991', '120.196478,30.339785', '120.196448,30.339817', '120.196334,30.339804', '120.196183,30.338008', '120.196355,30.33801']
B0FFHELQWN;110101;120.17998;30.298285
;-1;-1;['']
B023B1DV8L;110101;120.17939;30.310629
;-1;-1;['']
B023B1DPJ2;110101;120.166131;30.289248
;-1;-1;['']
B0FFHCBMNS;110101;120.184753;30.331286
;-1;-1;['120.181475,30.333269', '120.181269,30.332917', '120.182114,30.332537', '120.18242,30.332393', '120.182715,30.332256', '120.183,30.332105', '120.183443,30.331843', '120.183802,30.331608', '120.184261,30.331268', '120.184729,30.330903', '120.185404,30.330399', '120.185986,30.329925', '120.186333,30.329605', '120.186447,30.329489', '120.186729,30.329535', '120.186755,30.32955', '120.18677,30.329575', '120.186675,30.329974', '120.186526,30.33049', '120.186426,30.330825', '120.186253,30.331389', '120.186225,30.331433', '120.186178,30.331456', '120.186081,30.331468', '120.185966,30.33148', '120.185479,30.331487', '120.185122,30.331541', '120.184697,30.331658', '120.184269,30.33185', '120.183846,30.332062', '120.183438,30.332262', '120.182955,30.332512', '120.182471,30.332749', '120.182032,30.332982', '120.181763,30.333121', '120.181475,30.333269']
B0FFK3U16H;110101;120.19859;30.319513
;-1;-1;['']
B0FFI0HOJ8;110101;120.161651;30.267701
;-1;-1;['120.161454,30.267795', '120.1617,30.267846', '120.161747,30.267834', '120.161814,30.267756', '120.161835,30.267622', '120.161797,30.267588', '120.161532,30.267557', '120.161454,30.267795']
B0FFIIT0K1;110101;120.168951;30.29385
;-1;-1;['120.168413,30.294336', '120.168732,30.293681', '120.169343,30.293833', '120.169254,30.293906', '120.168911,30.294115', '120.168479,30.294317', '120.168413,30.294336']
B0GUXXCGKY;110101;120.186566;30.335921
;-1;-1;['']
B0FFL9D7SL;110101;120.198113;30.318951
;-1;-1;['']
B0FFL1RW83;110101;120.180773;30.324069
;-1;-1;['']
B0FFH4TVOC;110101;120.179749;30.26844
;-1;-1;['']
